nretweets,srclng,srclat,dstlng,dstlat
15,-0.1276831,51.5073346,-1.584852,54.77525
15,-84.7227071,39.0841968,-98.402034,30.5312292
15,74.340683,31.54505,73.060547,33.718151
15,-46.6388182,-23.5489433,-48.5494544,-27.5969039
15,139.6917064,35.6894875,135.5021651,34.6937378
15,6.1422961,46.1983922,6.0560873,46.2339591
15,-73.7948516,40.7282239,-0.1276831,51.5073346
15,28.905138,41.048638,28.97696,41.00527
15,-118.2436849,34.0522342,-1.1743197,52.3555177
15,-3.435973,55.378051,-5.9962951,37.38264
15,-1.1743197,52.3555177,-2.247926,53.479251
15,-106.046059,36.017189,-66.58973,6.42375
15,-2.247926,53.479251,55.307485,25.271139
15,-105.2705456,40.0149856,-123.1139268,49.261226
15,-3.435973,55.378051,-97.7430608,30.267153
15,-73.95,40.65,-87.6297982,41.8781136
15,-84.7227071,39.0841968,-91.8479332,37.6658757
15,-77.0363658,38.8951118,-3.435973,55.378051
15,-0.1276831,51.5073346,113.921327,-0.789275
15,-2.247926,53.479251,-119.4179324,36.778261
15,-3.7177394,40.4381655,-0.8799101,41.6568307
15,-0.1276831,51.5073346,-1.1405925,52.7401228
15,14.2681244,40.8517746,14.2681244,40.8517746
15,-3.7003454,40.4166909,1.24533,41.1186629
15,6.1422961,46.1983922,-74.297333,4.570868
15,-118.2436849,34.0522342,-99.9018131,31.9685988
15,-73.95,40.65,-0.1276831,51.5073346
15,-3.74922,40.463667,1.5208624,41.5911589
15,-0.1276831,51.5073346,114.109497,22.396428
15,-3.74922,40.463667,-5.6619264,43.5452608
15,-99.133208,19.4326077,-98.2061996,19.0412967
15,-74.0059731,40.7143528,-58.3815931,-34.6037232
15,-73.7948516,40.7282239,151.2068896,-33.873651
15,-122.4194155,37.7749295,-3.435973,55.378051
15,-84.7227071,39.0841968,115.8573389,-31.9528536
15,-0.1276831,51.5073346,-105.7820674,39.5500507
15,6.1422961,46.1983922,4.4028818,51.2192159
15,-0.1276831,51.5073346,-76.6412712,39.0457549
15,-2.77637,53.5503519,-2.9915726,53.4083714
15,-0.8799101,41.6568307,-3.7003454,40.4166909
15,-70.641997,-33.4691199,-70.4,-23.65
15,-2.247926,53.479251,1.14822,52.056736
15,144.9630556,-37.8136111,149.1286843,-35.2819998
15,-3.74922,40.463667,-90.2995785,19.1877616
15,126.9779692,37.566535,127.766922,35.907757
15,6.1422961,46.1983922,-90.1994042,38.6270025
15,24.9435553,60.1665856,24.9435553,60.1665856
15,13.003822,55.604981,80.249583,13.060422
15,6.1422961,46.1983922,6.9602786,50.937531
15,-0.1276831,51.5073346,-1.85754,53.72702
15,-84.7227071,39.0841968,23.7293097,37.9837155
15,-1.548567,53.801279,-3.435973,55.378051
15,-46.6388182,-23.5489433,-47.8207619,-21.1766574
15,-0.1276831,51.5073346,-0.4672517,51.2622513
15,49.1053247,36.1507319,-6.2600825,53.3494426
15,6.1422961,46.1983922,127.766922,35.907757
15,-0.1276831,51.5073346,-74.297333,4.570868
15,-3.435973,55.378051,-8.24389,53.41291
15,-122.6762071,45.5234515,-3.435973,55.378051
15,151.2068896,-33.873651,138.5999453,-34.9287264
15,-84.7227071,39.0841968,55.307485,25.271139
15,-0.1276831,51.5073346,101.975766,4.210484
15,144.9630556,-37.8136111,115.8573389,-31.9528536
15,-95.712891,37.09024,-87.6297982,41.8781136
15,6.1422961,46.1983922,-86.1580736,39.7685155
15,-122.6762071,45.5234515,-79.3831843,43.653226
15,6.1422961,46.1983922,-1.1397592,52.6368778
15,-3.74922,40.463667,-8.7124471,42.2313564
15,-2.58791,51.454513,-2.247926,53.479251
15,-84.7227071,39.0841968,32.85411,39.92077
15,-84.7227071,39.0841968,139.6917064,35.6894875
15,28.97696,41.00527,29.06687,40.18257
15,6.1422961,46.1983922,-93.26667,44.983334
15,2.3522219,48.856614,-73.5539925,45.5086699
15,-43.2095869,-22.9035393,-43.9385747,-19.9190677
14,12.4607737,41.9015141,11.2480006,43.7710332
14,-0.2083418,51.4958821,-0.1276831,51.5073346
14,-51.2287346,-30.0277041,-53.3906074,-29.534505
14,-3.7003454,40.4166909,-80.1486417,40.7844774
14,-16.7246398,28.1218455,2.1699187,41.387917
14,10.3089377,56.994913,-0.1276831,51.5073346
14,-0.1276831,51.5073346,-79.0558445,35.9131996
14,-122.03476,37.362517,-74.0059731,40.7143528
14,77.5945627,12.9715987,73.8567437,18.5204303
14,-99.1013498,19.2464696,-99.133208,19.4326077
14,-105.2705456,40.0149856,5.291266,52.132633
14,-99.1926131,19.3449132,-102.552784,23.634501
14,-0.1276831,51.5073346,-82.9987942,39.9611755
14,-0.1276831,51.5073346,-2.9499066,51.0587013
14,-77.0363658,38.8951118,-99.9018131,31.9685988
14,6.1422961,46.1983922,-90.230759,15.783471
14,-74.0059731,40.7143528,-85.3232139,51.253775
14,6.1422961,46.1983922,-113.4909267,53.544389
14,-2.247926,53.479251,-2.238156,51.8642449
14,-105.2705456,40.0149856,-117.1572551,32.7153292
14,144.9630556,-37.8136111,138.5999453,-34.9287264
14,-92.1450245,31.2448234,-74.0059731,40.7143528
14,6.1422961,46.1983922,10.3089377,56.994913
14,-0.1276831,51.5073346,-85.3232139,51.253775
14,-56.1819444,-34.8836111,-56.1819444,-34.8836111
14,-0.1276831,51.5073346,-1.785035,53.645792
14,6.1422961,46.1983922,101.975766,4.210484
14,-2.247926,53.479251,-2.3599039,51.375801
14,-3.435973,55.378051,-5.9340683,54.5974433
14,-99.133208,19.4326077,-100.3927778,20.5875
14,-0.1276831,51.5073346,-80.782127,8.537981
14,-98.883689,19.482675,-3.74922,40.463667
14,-118.2436849,34.0522342,-74.4056612,40.0583238
14,5.1668974,52.2291696,5.291266,52.132633
14,6.1422961,46.1983922,4.835659,45.764043
14,-2.247926,53.479251,-3.943646,51.62144
14,-3.7177394,40.4381655,-4.4200163,36.7196484
14,-0.1276831,51.5073346,73.060547,33.718151
14,-3.7003454,40.4166909,40.489673,9.145
14,-3.7003454,40.4166909,2.1074206,41.5486198
14,-3.74922,40.463667,-99.646761,19.287867
14,-2.6179366,42.17146,-5.9962951,37.38264
14,-3.435973,55.378051,12.4607737,41.9015141
14,6.1422961,46.1983922,-73.1349605,40.7891424
14,-105.2705456,40.0149856,-81.5157535,27.6648274
14,-2.247926,53.479251,-1.519693,52.406822
14,-122.0838511,37.3860517,-0.1276831,51.5073346
14,4.8951679,52.3702157,5.1096649,52.0901422
14,-118.2436849,34.0522342,-86.7833333,36.1666667
14,-74.0059731,40.7143528,10.451526,51.165691
14,4.8951679,52.3702157,-0.1276831,51.5073346
14,-0.1276831,51.5073346,-66.9833333,10.4
14,-102.1732882,31.9524799,-99.133208,19.4326077
14,-3.7003454,40.4166909,-3.8657409,40.3227707
14,-3.74922,40.463667,-101.680496,21.123619
14,-84.7227071,39.0841968,-71.1097335,42.3736158
14,-3.188267,55.953252,-4.251806,55.864237
14,-46.6388182,-23.5489433,-40.3017673,-20.3153602
14,2.5687345,39.5339223,-3.7003454,40.4166909
14,-84.7227071,39.0841968,-114.057141,51.045113
14,-43.2095869,-22.9035393,-34.8812561,-8.0542775
14,-118.2436849,34.0522342,-79.9958864,40.4406248
14,-122.4194155,37.7749295,-118.2436849,34.0522342
14,-0.1276831,51.5073346,-85.6023643,44.3148443
14,-49.2732515,-25.4283563,-51.92528,-14.235004
14,-3.435973,55.378051,-1.158086,52.95477
14,-46.6388182,-23.5489433,-45.8872476,-23.1790801
14,2.3522219,48.856614,-1.553621,47.218371
14,-2.247926,53.479251,-91.8479332,37.6658757
14,-74.0059731,40.7143528,-43.2095869,-22.9035393
14,-3.435973,55.378051,28.0473051,-26.2041028
14,6.1422961,46.1983922,-84.5120196,39.1031182
14,-122.4194155,37.7749295,144.9630556,-37.8136111
14,-0.1276831,51.5073346,-100.309201,25.6732109
14,139.6917064,35.6894875,139.6380256,35.4437078
14,-74.0059731,40.7143528,28.0473051,-26.2041028
14,-122.4194155,37.7749295,133.775136,-25.274398
14,-0.1276831,51.5073346,-1.9922127,51.2462714
14,-2.247926,53.479251,153.0235024,-27.4709331
14,-0.1276831,51.5073346,5.1096649,52.0901422
14,-3.74922,40.463667,-5.9832577,43.2504393
14,21.824312,39.074208,22.9446064,40.6393495
14,6.1422961,46.1983922,9.501785,56.26392
14,113.921327,-0.789275,106.845172,-6.211544
14,-8.395835,43.3708731,-0.3768049,39.4702393
14,-74.0059731,40.7143528,-105.7820674,39.5500507
14,-0.1276831,51.5073346,-73.8251165,40.953121
14,5.3878266,52.1561113,5.291266,52.132633
14,-122.4194155,37.7749295,-77.0363658,38.8951118
14,-95.712891,37.09024,-88.3125738,41.8500284
14,-3.7003454,40.4166909,-4.1192092,40.9494272
14,-74.0059731,40.7143528,24.9435553,60.1665856
14,13.4060912,52.519171,-0.1276831,51.5073346
14,-105.2705456,40.0149856,23.7293097,37.9837155
14,-2.247926,53.479251,174.776236,-41.2864603
14,-4.2684704,41.0756456,-99.133208,19.4326077
14,12.4607737,41.9015141,10.9916578,45.4383563
14,-51.92528,-14.235004,-49.2676296,-16.6777153
14,-0.1276831,51.5073346,-2.7974835,54.5772323
14,-73.95,40.65,-122.4194155,37.7749295
14,-0.1276831,51.5073346,11.97456,57.70887
14,-3.7177394,40.4381655,-3.5979291,37.1764874
14,2.1699187,41.387917,-8.395835,43.3708731
14,6.1422961,46.1983922,26.0973669,44.437711
14,-122.4194155,37.7749295,-123.1139268,49.261226
14,-0.1276831,51.5073346,8.227512,46.818188
14,-3.943646,51.62144,-3.943646,51.62144
14,-118.2436849,34.0522342,-2.247926,53.479251
14,-3.74922,40.463667,-89.62,20.97
14,-3.435973,55.378051,4.8951679,52.3702157
14,-0.1276831,51.5073346,-2.970721,56.462018
14,-0.1276831,51.5073346,32.85411,39.92077
14,6.1422961,46.1983922,-90.0715323,29.9510658
14,6.1422961,46.1983922,-86.1349019,40.2671941
14,-102.552784,23.634501,-3.7003454,40.4166909
14,-51.92528,-14.235004,-35.2109531,-5.7944785
13,144.9630556,-37.8136111,153.0235024,-27.4709331
13,-0.1273598,51.5032025,-0.1276831,51.5073346
13,12.4607737,41.9015141,8.946256,44.4056499
13,-46.6388182,-23.5489433,-49.3653149,-21.9113305
13,7.6784897,45.0629022,7.6784897,45.0629022
13,13.003822,55.604981,18.06491,59.32893
13,6.1422961,46.1983922,-63.5753196,44.6488625
13,-3.435973,55.378051,-0.137163,50.82253
13,-0.1276831,51.5073346,-82.907123,40.4172871
13,6.1422961,46.1983922,-3.5979291,37.1764874
13,-74.0059731,40.7143528,-70.641997,-33.4691199
13,-78.183406,-1.831239,-78.183406,-1.831239
13,-95.712891,37.09024,77.5945627,12.9715987
13,6.1422961,46.1983922,2.199713,41.4005287
13,-0.1276831,51.5073346,-5.9962951,37.38264
13,-1.61778,54.978252,-1.61778,54.978252
13,9.186516,45.4654542,11.3426163,44.494887
13,-74.0059731,40.7143528,10.7522454,59.9138688
13,-84.7227071,39.0841968,10.7522454,59.9138688
13,-102.1732882,31.9524799,-119.4179324,36.778261
13,-74.0059731,40.7143528,-8.24389,53.41291
13,-105.2705456,40.0149856,-77.0363658,38.8951118
13,37.6154009,55.7427928,30.1213829,60.0762383
13,-0.1276831,51.5073346,-83.0790865,42.8105356
13,49.1053247,36.1507319,-2.247926,53.479251
13,-0.1276831,51.5073346,-81.243177,42.9869502
13,-105.6809585,26.9406312,-99.133208,19.4326077
13,-100.309201,25.6732109,-102.552784,23.634501
13,-75.015152,-9.189967,-77.0622028,-12.0478158
13,-122.6762071,45.5234515,103.819836,1.352083
13,-74.0059731,40.7143528,103.770624,1.349455
13,-0.1276831,51.5073346,14.4378005,50.0755381
13,-0.1276831,51.5073346,1.14822,52.056736
13,6.069864,46.317077,-3.7003454,40.4166909
13,-0.1276831,51.5073346,-8.224454,39.399872
13,-99.1926131,19.3449132,-99.133208,19.4326077
13,-118.2436849,34.0522342,-76.6121893,39.2903848
13,-102.1732882,31.9524799,103.819836,1.352083
13,-0.1276831,51.5073346,-122.2348431,47.3809335
13,-92.1450245,31.2448234,-1.1743197,52.3555177
13,2.1699187,41.387917,-0.8799101,41.6568307
13,-96.769923,32.802955,-74.0059731,40.7143528
13,139.6917064,35.6894875,139.6423446,35.4475073
13,5.854622,51.842867,5.291266,52.132633
13,-118.2436849,34.0522342,-99.133208,19.4326077
13,25.748151,61.92411,25.748151,61.92411
13,-74.0059731,40.7143528,67.0280609,24.893379
13,6.1422961,46.1983922,14.550072,47.516231
13,-1.1743197,52.3555177,-1.1743197,52.3555177
13,-0.1276831,51.5073346,-88.7878678,43.7844397
13,-6.2275256,36.596953,-5.9962951,37.38264
13,49.1053247,36.1507319,-79.3831843,43.653226
13,-91.8479332,37.6658757,77.5945627,12.9715987
13,6.1422961,46.1983922,7.6784897,45.0629022
13,-2.247926,53.479251,1.297355,52.6308859
13,-43.9385747,-19.9190677,-46.6388182,-23.5489433
13,24.1042872,56.9462031,24.1042872,56.9462031
13,-119.4179324,36.778261,-0.1276831,51.5073346
13,-2.247926,53.479251,-1.880769,50.719164
13,-6.2600825,53.3494426,-8.4863157,51.8968917
13,-102.1732882,31.9524799,25.748151,61.92411
13,-105.2705456,40.0149856,-75.163789,39.952335
13,153.0235024,-27.4709331,153.0235024,-27.4709331
13,6.1422961,46.1983922,-0.3367413,53.7456709
13,-2.247926,53.479251,-6.4923145,54.7877149
13,2.3522219,48.856614,-0.1276831,51.5073346
13,27.12872,38.41885,27.12872,38.41885
13,6.1422961,46.1983922,-0.973906,51.4528837
13,-0.1276831,51.5073346,73.8586291,18.4479541
13,-3.74922,40.463667,-71.542969,-35.675147
13,-2.247926,53.479251,-1.691032,52.633584
13,28.1122679,40.6681407,28.97696,41.00527
13,-3.435973,55.378051,-85.3232139,51.253775
13,6.1422961,46.1983922,51.522476,25.280282
13,-74.0059731,40.7143528,77.5945627,12.9715987
13,-5.2811077,37.6932212,-3.74922,40.463667
13,-2.247926,53.479251,-1.7336046,51.1910951
13,-0.1276831,51.5073346,-122.03476,37.362517
13,-70.162651,18.735693,-70.162651,18.735693
13,6.1422961,46.1983922,-87.9064736,43.0389025
13,-105.2705456,40.0149856,-74.4056612,40.0583238
13,127.766922,35.907757,127.766922,35.907757
13,-102.552784,23.634501,-70.641997,-33.4691199
13,-118.2436849,34.0522342,-119.4179324,36.778261
13,-51.2287346,-30.0277041,-49.2732515,-25.4283563
13,-122.4194155,37.7749295,-99.133208,19.4326077
13,-2.247926,53.479251,-85.6866503,38.1993383
13,-122.4194155,37.7749295,2.3522219,48.856614
13,5.854622,51.842867,4.8951679,52.3702157
13,-74.0059731,40.7143528,46.7241667,24.7116667
13,74.340683,31.54505,74.340683,31.54505
13,-0.1276831,51.5073346,3.3958333,6.4530556
13,6.0560873,46.2339591,-3.7003454,40.4166909
13,6.1422961,46.1983922,31.16558,48.379433
13,-51.92528,-14.235004,-60.0264297,-3.1064093
13,-102.552784,23.634501,-100.3927778,20.5875
13,-96.769923,32.802955,-79.3831843,43.653226
13,-2.247926,53.479251,-72.9036111,41.5122222
13,-3.74922,40.463667,-6.9701831,38.8785459
13,-3.5979291,37.1764874,-3.7003454,40.4166909
13,-3.435973,55.378051,174.885971,-40.900557
13,6.1422961,46.1983922,101.686855,3.139003
13,-122.6762071,45.5234515,-122.3320708,47.6062095
13,-122.4194155,37.7749295,-119.4179324,36.778261
13,-84.7227071,39.0841968,77.22496,28.635308
13,-3.7003454,40.4166909,-56.1819444,-34.8836111
13,49.1053247,36.1507319,2.3522219,48.856614
13,77.22496,28.635308,73.8567437,18.5204303
13,72.8776559,19.0759837,-0.1276831,51.5073346
13,-79.897453,-2.203816,-78.183406,-1.831239
13,-122.03476,37.362517,-0.1276831,51.5073346
13,-103.343803,20.67359,-103.343803,20.67359
13,-3.7003454,40.4166909,13.4060912,52.519171
13,-102.1732882,31.9524799,2.1699187,41.387917
13,-2.247926,53.479251,-118.2436849,34.0522342
13,-74.0059731,40.7143528,9.186516,45.4654542
13,-0.1276831,51.5073346,16.3738189,48.2081743
13,-0.4174583,39.5072212,-0.3768049,39.4702393
13,-0.1276007,51.5033283,-0.1276831,51.5073346
13,-84.7227071,39.0841968,-77.0363658,38.8951118
13,-0.1276831,51.5073346,-1.505924,53.683298
13,-0.1276831,51.5073346,-122.6762071,45.5234515
13,-2.247926,53.479251,-79.3831843,43.653226
13,2.1699187,41.387917,-1.1298897,37.9834449
13,-74.0059731,40.7143528,-79.0558445,35.9131996
13,1.2409341,41.1935987,-3.7003454,40.4166909
13,-46.6388182,-23.5489433,-47.4559099,-23.5062288
12,-2.247926,53.479251,-2.70309,53.763201
12,-70.6010934,-33.4481844,-70.641997,-33.4691199
12,-74.0059731,40.7143528,-90.0715323,29.9510658
12,-74.0059731,40.7143528,18.643501,60.128161
12,49.1053247,36.1507319,-74.0059731,40.7143528
12,-74.0059731,40.7143528,-3.74922,40.463667
12,-122.6762071,45.5234515,151.2068896,-33.873651
12,-2.247926,53.479251,1.0789089,51.280233
12,-0.5249038,38.3960999,-5.9962951,37.38264
12,6.1422961,46.1983922,78.486671,17.385044
12,-46.6388182,-23.5489433,-53.3906074,-29.534505
12,-3.7003454,40.4166909,-3.8288109,40.3491158
12,-2.247926,53.479251,-1.383801,54.906869
12,-0.1276831,51.5073346,-90.0715323,29.9510658
12,-84.7227071,39.0841968,-0.137163,50.82253
12,2.3522219,48.856614,-1.675708,48.113475
12,-74.0059731,40.7143528,-2.9915726,53.4083714
12,-51.92528,-14.235004,-53.3906074,-29.534505
12,77.5945627,12.9715987,72.5660045,23.0395677
12,-91.8479332,37.6658757,-3.7003454,40.4166909
12,0.121817,52.205337,0.121817,52.205337
12,140.0766423,36.0834857,138.252924,36.204824
12,6.1422961,46.1983922,-80.1486417,40.7844774
12,10.4047336,59.2704284,10.7522454,59.9138688
12,8.9523121,46.0065117,12.56738,41.87194
12,6.1422961,46.1983922,-81.3792365,28.5383355
12,6.1422961,46.1983922,-2.094278,57.149717
12,-51.92528,-14.235004,-43.9385747,-19.9190677
12,-118.2436849,34.0522342,-117.1572551,32.7153292
12,6.1422961,46.1983922,-4.4200163,36.7196484
12,6.1422961,46.1983922,-99.9018131,31.9685988
12,72.8776559,19.0759837,88.363895,22.572646
12,-3.7003454,40.4166909,-89.62,20.97
12,-84.7227071,39.0841968,-71.0597732,42.3584308
12,6.1422961,46.1983922,-115.172816,36.114646
12,9.9936818,53.5510846,10.451526,51.165691
12,-102.1732882,31.9524799,-75.163789,39.952335
12,-74.0059731,40.7143528,126.9779692,37.566535
12,-67.999815,10.174127,-3.74922,40.463667
12,-46.6388182,-23.5489433,-60.0264297,-3.1064093
12,2.1699187,41.387917,-2.9234409,43.2569629
12,-0.1276831,51.5073346,-80.8431267,35.2270869
12,-0.1276831,51.5073346,24.1042872,56.9462031
12,-102.1732882,31.9524799,121.774017,12.879721
12,-0.1276831,51.5073346,15.9778949,45.8130293
12,-1.548567,53.801279,-0.1276831,51.5073346
12,-0.1276831,51.5073346,-1.7797176,51.5557739
12,-76.5222222,3.4205556,-74.0758333,4.5980556
12,-43.9385747,-19.9190677,-51.92528,-14.235004
12,-102.1732882,31.9524799,5.291266,52.132633
12,-0.1276831,51.5073346,-8.602816,41.1650559
12,32.400208,37.751954,30.5205556,39.7766667
12,-3.435973,55.378051,-51.92528,-14.235004
12,-74.0059731,40.7143528,106.845172,-6.211544
12,80.249583,13.060422,78.486671,17.385044
12,-0.1276831,51.5073346,8.6724335,49.3987524
12,32.400208,37.751954,34.6333333,36.8
12,6.1422961,46.1983922,-123.3656444,48.4284207
12,-0.1276831,51.5073346,-2.158843,53.406754
12,-46.6388182,-23.5489433,-47.89085,-22.0132923
12,6.1422961,46.1983922,-1.4043509,50.9097004
12,-73.050319,-36.818938,-73.050319,-36.818938
12,-2.247926,53.479251,-3.999461,50.7772135
12,18.4240553,-33.9248685,28.0473051,-26.2041028
12,8.6763981,47.0520183,-2.3535486,53.3863662
12,-84.7227071,39.0841968,174.776236,-41.2864603
12,-3.435973,55.378051,31.2357116,30.0444196
12,-73.5539925,45.5086699,2.3522219,48.856614
12,-2.6179366,42.17146,-3.74922,40.463667
12,-93.0899578,44.9537029,-71.0597732,42.3584308
12,-0.742856,51.3353899,-0.1276831,51.5073346
12,-3.435973,55.378051,-100.309201,25.6732109
12,-84.3879824,33.7489954,-99.133208,19.4326077
12,-74.0059731,40.7143528,-71.1097335,42.3736158
12,-105.2705456,40.0149856,-102.4107493,34.2331373
12,6.1422961,46.1983922,27.12872,38.41885
12,49.1053247,36.1507319,4.8951679,52.3702157
12,2.3522219,48.856614,6.184417,48.692054
12,-118.2436849,34.0522342,-81.5157535,27.6648274
12,-84.7227071,39.0841968,126.9779692,37.566535
12,-84.7227071,39.0841968,-1.890401,52.486243
12,34.7961722,32.0464987,-118.2436849,34.0522342
12,-0.1276831,51.5073346,100.4762319,13.7234186
12,-3.7003454,40.4166909,-3.9272516,38.9861083
12,-47.0632391,-22.9071048,-51.92528,-14.235004
12,6.1422961,46.1983922,-78.6568942,37.4315734
12,13.003822,55.604981,-1.1743197,52.3555177
12,-3.7003454,40.4166909,-2.6189273,42.9896248
12,80.249583,13.060422,77.5945627,12.9715987
12,-2.247926,53.479251,-4.6524982,50.5036299
12,14.2412192,46.6487277,28.97696,41.00527
12,-0.1276831,51.5073346,0.8864021,52.6139686
12,-74.0059731,40.7143528,-91.1403196,30.4582829
12,-3.435973,55.378051,18.06491,59.32893
12,-122.2930341,37.7924029,-3.188267,55.953252
12,-4.7283811,41.6529434,2.1699187,41.387917
12,-66.58973,6.42375,-71.637154,10.64504
12,-3.74922,40.463667,-90.230759,15.783471
12,6.069864,46.317077,103.819836,1.352083
12,-0.1276831,51.5073346,-2.2668382,52.2545225
12,-90.230759,15.783471,-90.230759,15.783471
12,-91.8479332,37.6658757,88.363895,22.572646
12,-105.2705456,40.0149856,-122.25,37.7141454
12,-105.2705456,40.0149856,-6.2600825,53.3494426
12,-105.2705456,40.0149856,115.8573389,-31.9528536
12,-77.0363658,38.8951118,-91.8479332,37.6658757
12,-74.0059731,40.7143528,-98.4936282,29.4241219
12,-3.74922,40.463667,-4.7791269,37.8847225
12,-0.1276831,51.5073346,8.675277,9.081999
12,-102.1732882,31.9524799,77.5945627,12.9715987
12,-0.1276831,51.5073346,-1.128462,53.52282
12,6.1422961,46.1983922,-6.4923145,54.7877149
12,21.824312,39.074208,21.824312,39.074208
12,-0.5249038,38.3960999,2.1699187,41.387917
12,-2.58791,51.454513,-4.251806,55.864237
12,-3.435973,55.378051,-74.4056612,40.0583238
12,-3.435973,55.378051,77.5945627,12.9715987
12,6.1422961,46.1983922,-117.6645241,33.4656325
12,-3.435973,55.378051,1.297355,52.6308859
12,6.1422961,46.1983922,-122.03476,37.362517
12,6.1422961,46.1983922,139.6423446,35.4475073
12,-84.7227071,39.0841968,103.770624,1.349455
12,-74.0059731,40.7143528,-83.0790865,42.8105356
12,-3.7003454,40.4166909,-88.89653,13.794185
12,-2.247926,53.479251,-2.12882,52.586973
12,-0.1276831,51.5073346,-122.1430195,37.4418834
12,10.3089377,56.994913,-3.74922,40.463667
12,-0.1276831,51.5073346,-77.4477662,38.7931699
12,9.186516,45.4654542,11.2480006,43.7710332
12,24.9435553,60.1665856,-3.435973,55.378051
12,-1.1298897,37.9834449,-1.1298897,37.9834449
12,2.3522219,48.856614,-0.588054,44.802614
12,-77.0363658,38.8951118,-75.163789,39.952335
12,-3.7003454,40.4166909,-3.7895177,37.7657389
12,-2.6179366,42.17146,2.1699187,41.387917
12,-3.7003454,40.4166909,-86.845937,21.158964
12,-3.7003454,40.4166909,-3.0063889,43.3441667
12,-122.6762071,45.5234515,18.06491,59.32893
12,6.1422961,46.1983922,-0.15399,51.50832
12,-0.1276831,51.5073346,-1.0761383,50.8278632
12,-84.7227071,39.0841968,0.121817,52.205337
12,-105.6809585,26.9406312,-3.7003454,40.4166909
12,-102.552784,23.634501,-99.2314826,18.9340199
12,151.2068896,-33.873651,149.1286843,-35.2819998
12,-0.1276831,51.5073346,9.9936818,53.5510846
12,10.451526,51.165691,10.451526,51.165691
12,-4.6524982,50.5036299,-2.247926,53.479251
12,-79.7181799,35.4020586,-0.1276831,51.5073346
12,-105.2705456,40.0149856,10.7522454,59.9138688
12,-2.247926,53.479251,-123.1139268,49.261226
12,-95.712891,37.09024,-122.3320708,47.6062095
12,-84.7227071,39.0841968,-83.0790865,42.8105356
12,-0.1276831,51.5073346,-9.0566677,53.2705588
12,2.1699187,41.387917,-102.552784,23.634501
12,-98.5101915,29.6191791,-99.133208,19.4326077
12,5.291266,52.132633,-0.1276831,51.5073346
12,4.8951679,52.3702157,4.3006999,52.0704978
12,-3.435973,55.378051,2.213749,46.227638
12,-46.6388182,-23.5489433,-54.6477591,-20.4435053
12,-8.395835,43.3708731,-5.9962951,37.38264
12,-74.11705,10.0556,-3.5979291,37.1764874
12,6.1422961,46.1983922,149.1286843,-35.2819998
12,-102.552784,23.634501,-96.9137441,19.5426237
12,-118.2436849,34.0522342,-80.2264393,25.7889689
12,-3.435973,55.378051,13.4060912,52.519171
12,-74.11705,10.0556,-5.9962951,37.38264
12,-122.4194155,37.7749295,-106.346771,56.130366
12,6.069864,46.317077,-87.6297982,41.8781136
12,2.1412273,41.3721885,-3.7003454,40.4166909
12,-70.7307476,-33.5002916,-3.74922,40.463667
12,-118.2436849,34.0522342,2.3522219,48.856614
12,-0.1276831,51.5073346,-97.1374937,49.8997541
12,-2.247926,53.479251,-87.6297982,41.8781136
12,-91.8479332,37.6658757,-95.3693896,29.7601927
12,-43.9385747,-19.9190677,-43.2095869,-22.9035393
12,-118.2436849,34.0522342,151.2068896,-33.873651
12,6.1422961,46.1983922,24.1042872,56.9462031
12,-74.0059731,40.7143528,-100.7654232,41.1238873
11,6.1422961,46.1983922,4.635956,52.383626
11,-3.7003454,40.4166909,-2.8462974,42.5772045
11,-43.2095869,-22.9035393,-38.5433948,-3.7183943
11,-1.1743197,52.3555177,-8.24389,53.41291
11,-84.7227071,39.0841968,37.1666667,56.7333333
11,-0.1276831,51.5073346,-78.6386145,35.772096
11,-87.6297982,41.8781136,-74.0059731,40.7143528
11,-84.7227071,39.0841968,77.5945627,12.9715987
11,6.1422961,46.1983922,-8.602816,41.1650559
11,-2.247926,53.479251,149.1286843,-35.2819998
11,7.6784897,45.0629022,12.4607737,41.9015141
11,-79.3831843,43.653226,-73.5539925,45.5086699
11,-99.133208,19.4326077,-101.680496,21.123619
11,-74.0059731,40.7143528,-89.4012302,43.0730517
11,6.8401844,51.2964148,10.451526,51.165691
11,13.003822,55.604981,-74.0059731,40.7143528
11,-105.2705456,40.0149856,-104.9847179,39.737567
11,6.1422961,46.1983922,15.9778949,45.8130293
11,-0.1276831,51.5073346,74.340683,31.54505
11,-118.2436849,34.0522342,153.0235024,-27.4709331
11,-0.1276831,51.5073346,-2.752722,52.706935
11,24.9435553,60.1665856,28.97696,41.00527
11,-0.1485329,51.5144533,-3.435973,55.378051
11,-77.0363658,38.8951118,-82.907123,40.4172871
11,4.8951679,52.3702157,-122.4194155,37.7749295
11,-71.542969,-35.675147,-73.050319,-36.818938
11,-3.435973,55.378051,-58.3815931,-34.6037232
11,78.96288,20.593684,80.249583,13.060422
11,-77.0622028,-12.0478158,-75.015152,-9.189967
11,-0.1276831,51.5073346,-1.5136821,53.122322
11,-0.1276831,51.5073346,-2.7037501,52.5864845
11,-3.7003454,40.4166909,-6.5908331,42.5463315
11,33.082304,39.110031,28.97696,41.00527
11,-102.1732882,31.9524799,18.4240553,-33.9248685
11,2.1699187,41.387917,2.0104398,41.560953
11,-92.1450245,31.2448234,-0.1276831,51.5073346
11,-74.0059731,40.7143528,-74.0758333,4.5980556
